Date Time, Water Level, Sigma, O, F, R, L, Quality 
2014-01-02 11:48,5.095,0.043,0,0,0,0,v
2014-01-02 11:54,4.970,0.026,0,0,0,0,v
2014-01-02 12:00,4.836,0.023,0,0,0,0,v
2014-01-02 12:06,4.760,0.013,0,0,0,0,v
2014-01-02 12:12,4.705,0.030,0,0,0,0,v
2014-01-02 12:18,4.567,0.020,0,0,0,0,v
2014-01-02 12:24,4.393,0.036,0,0,0,0,v
2014-01-02 12:30,4.239,0.030,0,0,0,0,v
2014-01-02 12:36,4.081,0.023,0,0,0,0,v
2014-01-02 12:42,3.983,0.030,0,0,0,0,v
2014-01-02 12:48,3.924,0.023,0,0,0,0,v
2014-01-02 12:54,3.799,0.023,0,0,0,0,v
2014-01-02 13:00,3.661,0.033,0,0,0,0,v
2014-01-02 13:06,3.556,0.033,0,0,0,0,v
2014-01-02 13:12,3.468,0.026,0,0,0,0,v
2014-01-02 13:18,3.425,0.026,0,0,0,0,v
2014-01-02 13:24,3.405,0.026,0,0,0,0,v
2014-01-02 13:30,3.317,0.020,0,0,0,0,v
2014-01-02 13:36,3.189,0.039,0,0,0,0,v
2014-01-02 13:42,3.077,0.026,0,0,0,0,v
2014-01-02 13:48,3.008,0.023,0,0,0,0,v
2014-01-02 13:54,3.021,0.020,0,0,0,0,v
2014-01-02 14:00,3.041,0.023,0,0,0,0,v
2014-01-02 14:06,2.999,0.023,0,0,0,0,v
2014-01-02 14:12,2.903,0.026,0,0,0,0,v
2014-01-02 14:18,2.848,0.023,0,0,0,0,v
2014-01-02 14:24,2.834,0.026,0,0,0,0,v
2014-01-02 14:30,2.851,0.023,0,0,0,0,v
2014-01-02 14:36,2.874,0.016,0,0,0,0,v
2014-01-02 14:42,2.854,0.013,0,0,0,0,v
2014-01-02 14:48,2.841,0.013,0,0,0,0,v
2014-01-02 14:54,2.877,0.020,0,0,0,0,v
2014-01-02 15:00,2.930,0.020,0,0,0,0,v
2014-01-02 15:06,2.992,0.023,0,0,0,0,v
2014-01-02 15:12,3.035,0.016,0,0,0,0,v
2014-01-02 15:18,3.071,0.013,0,0,0,0,v
2014-01-02 15:24,3.100,0.020,0,0,0,0,v
2014-01-02 15:30,3.123,0.026,0,0,0,0,v
2014-01-02 15:36,3.179,0.013,0,0,0,0,v
2014-01-02 15:42,3.291,0.020,0,0,0,0,v
2014-01-02 15:48,3.386,0.026,0,0,0,0,v
2014-01-02 15:54,3.461,0.023,0,0,0,0,v
2014-01-02 16:00,3.543,0.016,0,0,0,0,v
2014-01-02 16:06,3.632,0.030,0,0,0,0,v
2014-01-02 16:12,3.724,0.026,0,0,0,0,v
2014-01-02 16:18,3.848,0.020,0,0,0,0,v
2014-01-02 16:24,3.993,0.030,0,0,0,0,v
2014-01-02 16:30,4.147,0.030,0,0,0,0,v
2014-01-02 16:36,4.301,0.023,0,0,0,0,v
2014-01-02 16:42,4.436,0.023,0,0,0,0,v
2014-01-02 16:48,4.567,0.033,0,0,0,0,v
2014-01-02 16:54,4.705,0.020,0,0,0,0,v
2014-01-02 17:00,4.865,0.023,0,0,0,0,v
2014-01-02 17:06,5.003,0.039,0,0,0,0,v
2014-01-02 17:12,5.138,0.026,0,0,0,0,v
2014-01-02 17:18,5.308,0.026,0,0,0,0,v
2014-01-02 17:24,5.492,0.039,0,0,0,0,v
2014-01-02 17:30,5.682,0.033,0,0,0,0,v
2014-01-02 17:36,5.886,0.036,0,0,0,0,v
2014-01-02 17:42,6.063,0.036,0,0,0,0,v
2014-01-02 17:48,6.220,0.033,0,0,0,0,v
2014-01-02 17:54,6.437,0.026,0,0,0,0,v
2014-01-02 18:00,6.634,0.046,0,0,0,0,v
2014-01-02 18:06,6.798,0.043,0,0,0,0,v
2014-01-02 18:12,6.975,0.039,0,0,0,0,v
2014-01-02 18:18,7.195,0.030,0,0,0,0,v
2014-01-02 18:24,7.418,0.043,0,0,0,0,v
2014-01-02 18:30,7.575,0.036,0,0,0,0,v
2014-01-02 18:36,7.713,0.039,0,0,0,0,v
2014-01-02 18:42,7.857,0.030,0,0,0,0,v
2014-01-02 18:48,8.028,0.043,0,0,0,0,v
2014-01-02 18:54,8.212,0.046,0,0,0,0,v
2014-01-02 19:00,8.389,0.033,0,0,0,0,v
2014-01-02 19:06,8.530,0.039,0,0,0,0,v
2014-01-02 19:12,8.651,0.033,0,0,0,0,v
2014-01-02 19:18,8.776,0.039,0,0,0,0,v
2014-01-02 19:24,8.940,0.036,0,0,0,0,v
2014-01-02 19:30,9.071,0.043,0,0,0,0,v
2014-01-02 19:36,9.134,0.046,0,0,0,0,v
2014-01-02 19:42,9.176,0.046,0,0,0,0,v
2014-01-02 19:48,9.262,0.039,0,0,0,0,v
2014-01-02 19:54,9.354,0.030,0,0,0,0,v
2014-01-02 20:00,9.445,0.033,0,0,0,0,v
2014-01-02 20:06,9.531,0.033,0,0,0,0,v
2014-01-02 20:12,9.583,0.030,0,0,0,0,v
2014-01-02 20:18,9.606,0.039,0,0,0,0,v
2014-01-02 20:24,9.646,0.039,0,0,0,0,v
2014-01-02 20:30,9.688,0.039,0,0,0,0,v
2014-01-02 20:36,9.701,0.049,0,0,0,0,v
2014-01-02 20:42,9.672,0.036,0,0,0,0,v
2014-01-02 20:48,9.613,0.046,0,0,0,0,v
2014-01-02 20:54,9.600,0.036,0,0,0,0,v
2014-01-02 21:00,9.596,0.046,0,0,0,0,v
2014-01-02 21:06,9.570,0.036,0,0,0,0,v
2014-01-02 21:12,9.514,0.036,0,0,0,0,v
2014-01-02 21:18,9.459,0.033,0,0,0,0,v
2014-01-02 21:24,9.380,0.039,0,0,0,0,v
2014-01-02 21:30,9.294,0.030,0,0,0,0,v
2014-01-02 21:36,9.180,0.039,0,0,0,0,v
2014-01-02 21:42,9.091,0.033,0,0,0,0,v
2014-01-02 21:48,8.983,0.030,0,0,0,0,v
2014-01-02 21:54,8.868,0.030,0,0,0,0,v
2014-01-02 22:00,8.717,0.056,0,0,0,0,v
2014-01-02 22:06,8.530,0.049,0,0,0,0,v
2014-01-02 22:12,8.369,0.036,0,0,0,0,v
2014-01-02 22:18,8.245,0.033,0,0,0,0,v
2014-01-02 22:24,8.097,0.036,0,0,0,0,v
2014-01-02 22:30,7.930,0.062,0,0,0,0,v
2014-01-02 22:36,7.716,0.043,0,0,0,0,v
2014-01-02 22:42,7.477,0.033,0,0,0,0,v
2014-01-02 22:48,7.280,0.052,0,0,0,0,v
2014-01-02 22:54,7.116,0.046,0,0,0,0,v
2014-01-02 23:00,6.909,0.033,0,0,0,0,v
2014-01-02 23:06,6.604,0.036,0,0,0,0,v
2014-01-02 23:12,6.384,0.066,0,0,0,0,v
2014-01-02 23:18,6.145,0.052,0,0,0,0,v
